AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A668588,,2013-12-15 16:58:00,Adoption,,Dog,Neutered Male,2 years,Pointer/Boxer,White/Brown Brindle
A671759,Jojo,2014-05-31 12:08:00,Adoption,,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Tricolor
A703406,,2015-05-24 13:36:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie/White
A696014,,2015-01-28 17:47:00,Euthanasia,Suffering,Dog,Intact Male,10 months,Queensland Heeler/Pit Bull,Red Merle/White
A700371,Zeus,2015-05-01 12:43:00,Transfer,Partner,Dog,Intact Male,6 months,Pit Bull Mix,White/Black
A652261,Puffy,2014-01-18 11:58:00,Transfer,Partner,Dog,Spayed Female,11 months,Siberian Husky,Cream/White
A665714,Fridy Katy,2013-11-25 14:52:00,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Black/White
A666317,Jackson,2013-11-04 12:08:00,Adoption,,Dog,Neutered Male,2 months,Leonberger Mix,Tan/Black
A667080,Garfunkel,2013-11-21 13:49:00,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tan
A673674,,2014-03-01 14:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,White
A700466,Jackson,2015-04-24 14:36:00,Return_to_owner,,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,Brown
A667439,Porter,2013-11-23 13:43:00,Transfer,Partner,Dog,Neutered Male,2 years,German Shepherd Mix,Tan/Black
A693794,,2015-02-07 18:55:00,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever Mix,Brown/Red Tick
A678493,,2014-05-09 15:28:00,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Tortie Point
A691729,,2014-11-09 09:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A705945,Amanda,2015-06-24 14:03:00,Transfer,Partner,Dog,Spayed Female,1 month,Yorkshire Terrier Mix,Black/Tan
A690609,Luigi,2014-10-30 17:32:00,Adoption,,Dog,Neutered Male,8 months,Australian Cattle Dog Mix,White/Cream
A706574,,2015-07-03 13:59:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,White/Blue
A678962,,2014-05-14 17:12:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A659039,Eddie,2013-10-13 18:25:00,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A715065,Princess,2015-11-01 12:00:00,Return_to_owner,,Dog,Spayed Female,1 year,Miniature Poodle Mix,White
A697584,Jessie,2015-03-03 18:20:00,Adoption,,Dog,Spayed Female,2 months,German Shepherd/Labrador Retriever,Tricolor
A662137,Hercules,2014-06-01 19:04:00,Adoption,,Dog,Neutered Male,1 year,American Bulldog Mix,Brown/White
A674879,,2014-03-23 17:08:00,Transfer,Partner,Dog,Neutered Male,2 months,Miniature Poodle/Miniature Schnauzer,Tricolor
A701205,Chapo,2015-05-01 15:50:00,Return_to_owner,,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle
A669193,Daisy,2013-12-23 17:22:00,Return_to_owner,,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A706037,,2015-06-24 11:43:00,Transfer,Partner,Cat,Unknown,6 days,Domestic Shorthair Mix,Black/White
A700782,Puppy,2015-04-26 14:12:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White
A711335,Samson,2015-09-13 19:04:00,Adoption,,Dog,Neutered Male,5 years,Dachshund Mix,Brown/Black
A700858,Lucky,2015-04-21 12:38:00,Return_to_owner,,Dog,Spayed Female,15 years,Chihuahua Shorthair Mix,Tan
A677605,Jr,2015-06-12 15:06:00,Euthanasia,Suffering,Dog,Neutered Male,11 years,Australian Shepherd,Black/White
A709681,,2015-08-12 14:19:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White
A689195,,2014-10-04 16:20:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black
A681075,Ghost,2014-11-23 17:49:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,White
A685645,,2014-08-15 12:22:00,Transfer,Partner,Dog,Intact Male,6 months,Catahoula Mix,Brown/Tan
A697649,Lily,2015-03-07 18:02:00,Adoption,,Dog,Spayed Female,1 year,Rat Terrier/Chihuahua Shorthair,Tricolor
A693270,Echo,2015-01-30 19:04:00,Adoption,Foster,Dog,Neutered Male,1 month,Beagle/German Shepherd,Black/Brown
A697413,B.J.,2015-02-25 11:50:00,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie
A688710,Guerro,2014-09-23 17:29:00,Return_to_owner,,Dog,Neutered Male,5 years,Chihuahua Longhair Mix,Tan/White
A684577,King,2014-07-25 19:16:00,Return_to_owner,,Dog,Neutered Male,8 years,Dachshund Mix,Brown
A688617,,2014-09-21 15:29:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby
A676345,Parker,2014-08-05 08:12:00,Euthanasia,Aggressive,Dog,Neutered Male,3 years,Norfolk Terrier/Yorkshire Terrier,Tan/Black
A718340,Coco,2016-01-06 00:00:00,Transfer,Partner,Dog,Spayed Female,2 years,Border Collie Mix,Black/White
A702311,,2015-05-13 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A682854,Kaui,2014-07-06 12:49:00,Return_to_owner,,Dog,Spayed Female,15 years,Labrador Retriever Mix,Yellow
A688192,Roti/Haji,2014-09-25 11:34:00,Return_to_owner,,Cat,Neutered Male,5 years,Ragdoll Mix,Blue Point
A701856,Pepper,2015-05-12 12:13:00,Transfer,Partner,Dog,Spayed Female,4 months,Labrador Retriever Mix,Black/White
A704400,Kevin,2015-06-07 15:17:00,Adoption,,Dog,Neutered Male,4 years,Dachshund/Yorkshire Terrier,Red
A687061,Blue,2014-09-18 18:51:00,Adoption,,Dog,Spayed Female,3 months,Pit Bull Mix,Blue/White
A715719,,2015-11-11 19:24:00,Return_to_owner,,Dog,Intact Male,2 years,Dachshund Longhair/Chihuahua Longhair,Black/Tan
A665890,Chase,2013-11-04 12:15:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown
A711260,,2015-10-24 18:34:00,Adoption,Foster,Dog,Spayed Female,1 month,Flat Coat Retriever/Papillon,Black/White
A690469,Georgia Grac,2014-10-25 17:44:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Border Terrier,Red
A679348,,2014-06-01 17:03:00,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Buff
A711843,,2015-09-13 09:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Longhair Mix,Tortie
A659832,Cooper,2014-01-20 13:10:00,Adoption,Foster,Dog,Neutered Male,5 months,Labrador Retriever/Rhod Ridgeback,Brown
A694914,,2015-01-07 09:00:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Longhair Mix,Black/White
A700252,Spot,2016-01-13 18:24:00,Return_to_owner,,Dog,Neutered Male,1 year,American Bulldog Mix,White/Brown Brindle
A692077,Sasha,2014-11-26 12:13:00,Transfer,Partner,Dog,Spayed Female,4 years,Beagle Mix,Tricolor
A701401,Jill,2015-05-19 14:18:00,Transfer,Partner,Dog,Intact Female,4 years,Greyhound,Tan/Black
A683509,Ennis,2014-07-19 16:35:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A667724,Romeo,2013-11-26 07:59:00,Transfer,Partner,Dog,Neutered Male,2 months,German Shepherd Mix,Tan/Black
A678623,,2014-05-15 16:30:00,Transfer,Partner,Dog,Spayed Female,2 years,Miniature Schnauzer Mix,Gray/White
A685677,Howdy,2014-09-02 18:31:00,Adoption,,Dog,Neutered Male,8 years,Siberian Husky Mix,Brown/White
A664242,Lizzard,2013-10-30 18:35:00,Return_to_owner,,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle/White
A699769,Roger Rabbit,2015-04-02 00:00:00,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,White/Black
A378818,Zoe,2014-07-07 16:34:00,Return_to_owner,,Dog,Spayed Female,10 years,Weimaraner Mix,Tan
A696631,Bella,2015-02-09 11:33:00,Return_to_owner,,Dog,Intact Female,3 years,English Bulldog,Tan/White
A666933,Tiger Lilly,2013-11-18 14:11:00,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A669228,,2013-12-18 14:00:00,Transfer,SCRP,Cat,Unknown,4 months,Domestic Shorthair Mix,White/Brown Tabby
A716787,Ridley,2015-12-05 14:22:00,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Calico
A703983,Victoria,2015-12-27 11:37:00,Transfer,Partner,Dog,Spayed Female,1 year,Carolina Dog Mix,Tan/White
A673508,Holly,2014-03-08 15:43:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown/White
A704669,,2015-06-08 10:47:00,Euthanasia,Rabies Risk,Cat,Unknown,3 months,Domestic Shorthair Mix,Brown Tabby
A679516,Tillie,2014-06-11 11:09:00,Transfer,Partner,Dog,Spayed Female,10 years,Shetland Sheepdog,Black/Brown
A690297,,2014-10-19 19:02:00,Euthanasia,Suffering,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A709297,Sirius,2016-01-09 16:17:00,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/White
A707943,London,2015-07-24 16:50:00,Adoption,,Dog,Spayed Female,1 month,Rottweiler Mix,Black/Tan
A702050,,2015-05-08 15:00:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Blue Tabby
A671094,Gina,2014-01-29 15:07:00,Transfer,Partner,Dog,Spayed Female,4 months,Australian Cattle Dog Mix,Black/White
A720612,Cocoa,2016-02-14 13:25:00,Return_to_owner,,Dog,Spayed Female,10 years,Rat Terrier Mix,White/Brown
A712327,Luna,2015-10-08 14:21:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White
A683001,Moonpie,2014-07-14 18:55:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A681506,Alex,2014-07-08 12:34:00,Adoption,,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Brown
A693215,Lola,2015-03-20 14:44:00,Transfer,Partner,Dog,Spayed Female,5 years,Australian Cattle Dog/Pointer,White/Black
A610320,Peter,2015-02-11 19:00:00,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
A671439,Faith,2014-01-24 13:28:00,Euthanasia,Suffering,Dog,Spayed Female,14 years,Boxer Mix,Tan/White
A705127,,2015-06-13 14:32:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A649385,Dusty,2013-10-10 09:59:00,Euthanasia,Aggressive,Dog,Spayed Female,4 years,Pit Bull Mix,Blue/White
A707297,Dot,2015-09-11 13:07:00,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Longhair,Tricolor/Brown
A708368,Kountry,2015-07-30 17:15:00,Adoption,,Dog,Spayed Female,3 months,Pit Bull/Catahoula,Brown/White
A705907,Snow,2015-09-16 16:12:00,Transfer,Partner,Dog,Spayed Female,11 months,Siberian Husky Mix,White/Black
A717944,Lassie,2015-12-23 19:02:00,Adoption,,Dog,Spayed Female,9 months,Chihuahua Longhair Mix,Brown/Black
A689010,Daisy,2015-03-05 14:29:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A711537,,2015-09-12 14:02:00,Transfer,Partner,Dog,Intact Female,5 months,German Shepherd Mix,Tricolor
A667405,,2013-11-21 16:45:00,Transfer,Partner,Dog,Neutered Male,7 years,Beagle Mix,Tricolor
A688983,Captain,2014-10-01 18:43:00,Adoption,,Dog,Neutered Male,2 years,Miniature Schnauzer/Miniature Poodle,White
A709171,,2015-08-10 09:37:00,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue/White
A682041,Nicholas,2014-07-02 14:34:00,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A706328,Boss Hogg,2015-07-21 11:34:00,Adoption,,Dog,Neutered Male,3 years,Rottweiler Mix,Black/Brown
A536132,Alice,2015-12-07 12:52:00,Transfer,Partner,Dog,Spayed Female,6 years,Labrador Retriever Mix,Brown/Black
A655545,Shortround,2014-01-04 17:52:00,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Silver Tabby/White
A707253,Goowa,2016-01-29 16:57:00,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Apricot/Brown
A680731,Boo Boo,2014-06-06 18:52:00,Euthanasia,Suffering,Cat,Unknown,10 years,Domestic Medium Hair Mix,Black/White
A704613,,2015-06-06 19:06:00,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black/White
A695214,Penelope,2015-01-18 12:02:00,Adoption,,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Buff/Tan
A678271,,2014-07-13 17:19:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A686261,Jackson,2014-08-29 17:59:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/White
A682548,Slugger,2014-07-03 11:57:00,Adoption,,Dog,Neutered Male,2 years,Shetland Sheepdog Mix,Black/White
A679262,,2014-05-18 15:36:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White
A695531,Harvey,2015-01-17 17:22:00,Return_to_owner,,Dog,Neutered Male,6 years,Golden Retriever Mix,Brown
A686014,,2014-08-18 15:34:00,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever/Pointer,Black
A680357,Gilbert,2014-06-20 18:51:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A673929,,2014-03-07 13:57:00,Return_to_owner,,Cat,Spayed Female,4 years,Angora Mix,White
A714472,Leo,2015-12-24 11:40:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A693312,,2014-12-10 15:23:00,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Yellow
A714282,Deliah,2015-11-13 18:36:00,Transfer,Partner,Dog,Spayed Female,5 years,Labrador Retriever Mix,Tan
A699815,Bailey,2015-04-06 17:36:00,Adoption,,Dog,Spayed Female,5 months,Chihuahua Longhair Mix,Tan/White
A697198,Hattrick,2015-02-22 11:52:00,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie/White
A663168,Archer,2013-10-14 18:44:00,Return_to_owner,,Dog,Neutered Male,1 year,Catahoula Mix,Brown Merle
A709658,Slava,2015-08-13 11:54:00,Return_to_owner,,Dog,Neutered Male,14 years,Siberian Husky,Black/White
A719219,Penny,2016-02-14 15:44:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown
A704278,Candy,2015-06-07 18:37:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Red/White
A706081,Diamond,2015-06-24 19:17:00,Return_to_owner,,Dog,Neutered Male,2 years,Australian Shepherd Mix,Brown Brindle
A693752,Lucas,2014-12-14 14:55:00,Transfer,Partner,Dog,Intact Male,2 months,Border Terrier/Labrador Retriever,White/Cream
A672091,,2014-02-04 10:58:00,Euthanasia,Suffering,Dog,Intact Female,2 years,Border Collie/Labrador Retriever,Chocolate/White
A716800,Ernie,2015-12-31 14:24:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A707478,Junebug,2015-08-16 17:28:00,Adoption,,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black/White
A720195,Blaze,2016-02-08 17:05:00,Transfer,Partner,Dog,Spayed Female,3 years,Siberian Husky Mix,Black/White
A705839,,2015-06-23 12:03:00,Transfer,Partner,Dog,Intact Female,6 months,Pug/Pit Bull,Tan/White
A686185,Ricky,2014-09-05 15:07:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
A706470,,2015-07-09 17:52:00,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby/White
A693453,Bartholomew,2015-01-04 19:02:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A717179,,2015-12-03 16:14:00,Transfer,Partner,Dog,Unknown,1 week,Labrador Retriever Mix,White
A704552,Gordy,2015-07-18 20:20:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A695954,,2015-01-26 19:38:00,Euthanasia,Suffering,Dog,Intact Female,5 years,Chinese Sharpei Mix,Tan/Brown
A669126,Vixen,2013-12-19 11:45:00,Transfer,Partner,Dog,Spayed Female,3 years,Pekingese Mix,Tan/Black
A693323,Rocky,2015-01-12 13:17:00,Adoption,,Dog,Neutered Male,1 year,Parson Russell Terrier Mix,White/Orange
A691194,,2014-11-09 18:54:00,Adoption,,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,Brown Merle
A430953,Jake,2014-04-05 18:29:00,Return_to_owner,,Dog,Neutered Male,10 years,Cocker Spaniel,Red
A675009,Daisy,2014-03-30 12:13:00,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair/Dachshund,Black/Brown
A708399,,2015-07-28 11:29:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A688141,Cassandra,2014-09-29 14:04:00,Transfer,Partner,Dog,Intact Female,4 months,Doberman Pinsch,Black/Tan
A684411,Apollo,2014-08-05 12:22:00,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,White/Chocolate
A676940,Ace,2014-04-17 13:24:00,Euthanasia,Rabies Risk,Dog,Intact Male,7 years,Chihuahua Shorthair Mix,Brown/White
A668530,,2013-12-06 16:57:00,Euthanasia,Aggressive,Dog,Intact Female,2 years,Miniature Pinscher/Australian Cattle Dog,Black/Tan
A716704,,2015-11-24 12:22:00,Transfer,Partner,Cat,Intact Female,4 months,Manx,Black/White
A707383,Poldark,2015-07-29 15:51:00,Transfer,Partner,Dog,Intact Male,3 months,Anatol Shepherd/Australian Shepherd,Tricolor
A695308,Dolly,2015-01-14 14:19:00,Return_to_owner,,Dog,Spayed Female,13 years,Chihuahua Shorthair/Rat Terrier,White/Tricolor
A703362,Hank,2015-07-18 20:09:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A688413,,2014-09-24 15:32:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A668677,,2014-01-02 18:41:00,Died,In Kennel,Cat,Unknown,4 months,Domestic Shorthair Mix,Gray Tabby
A614225,Whiskers,2014-03-23 18:07:00,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Schnauzer/Yorkshire Terrier,Sable
A662615,Leo,2013-11-16 15:21:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate/White
A665000,,2013-10-15 13:33:00,Transfer,Partner,Dog,Intact Male,1 weeks,Australian Cattle Dog Mix,Tan/Brown
A697063,Benjamin,2015-02-17 16:36:00,Return_to_owner,,Dog,Neutered Male,1 year,Chesa Bay Retr Mix,Chocolate/White
A692626,Mikey,2014-12-13 11:58:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A692325,,2014-11-18 17:28:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Lilac Point
A696286,Shiner,2015-02-02 13:02:00,Return_to_owner,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Chocolate/White
A685139,,2014-08-07 18:09:00,Adoption,,Dog,Spayed Female,3 months,Cavalier Span Mix,White/Black
A691946,Sugar,2014-11-20 15:19:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Blue Tabby
A693616,Ditch,2014-12-11 17:58:00,Return_to_owner,,Dog,Intact Male,13 years,Labrador Retriever Mix,Yellow
A685617,,2014-08-09 18:27:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A710639,,2015-08-26 09:00:00,Transfer,SCRP,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black
A672352,Jack Black,2014-06-28 19:08:00,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Black/White
A718413,,2016-01-08 18:54:00,Transfer,SCRP,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Brown Tabby
A701718,Hades,2015-05-04 14:04:00,Return_to_owner,,Dog,Intact Male,3 years,Pit Bull/Black Mouth Cur,Tan
A711812,,2015-09-27 15:48:00,Transfer,Partner,Dog,Intact Male,3 years,Jack Russell Terrier/Shih Tzu,White/Brown
A720338,Jessie,2016-02-08 13:54:00,Return_to_owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Tan
A668882,Jerbyz,2013-12-28 18:57:00,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White
A692838,Kirby,2014-12-26 10:02:00,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair,Brown Tabby/White
A594793,Jake,2016-02-21 11:07:00,Return_to_owner,,Dog,Neutered Male,8 years,Manchester Terrier Mix,Black/Brown
A713303,,2015-10-05 16:28:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby/White
A702744,Bo,2015-05-22 11:36:00,Return_to_owner,,Dog,Intact Male,4 months,Labrador Retriever Mix,Black
A688991,Shades,2014-10-01 12:25:00,Transfer,Partner,Dog,Intact Male,3 years,Shih Tzu,Sable/White
A694573,Shelby,2015-02-22 13:35:00,Adoption,,Dog,Spayed Female,8 months,Boxer Mix,Brown/Black
A685720,,2014-09-02 17:42:00,Adoption,,Dog,Spayed Female,3 months,German Shepherd Mix,Tan
A687900,Nelly,2014-09-29 17:50:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A704287,Bevo,2015-12-16 17:03:00,Return_to_owner,,Dog,Intact Male,11 years,American Staffordshire Terrier Mix,White/Tan
A671192,Layla,2014-01-22 14:55:00,Return_to_owner,,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White
A709729,,2015-08-13 09:00:00,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A708976,,2015-08-19 14:27:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Blue
A694138,Maggie,2014-12-23 16:56:00,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Brown Tabby
A683080,,2014-07-07 11:33:00,Transfer,Partner,Dog,Intact Male,4 months,Great Dane Mix,Blue/White
A710033,,2015-08-16 16:34:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
A718708,Watson,2016-01-09 12:02:00,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A711055,Yummie,2015-09-03 18:27:00,Adoption,,Dog,Spayed Female,2 months,Manchester Terrier/Dachshund,Tricolor
A685431,Bubbles,2014-08-11 11:44:00,Transfer,Partner,Dog,Intact Female,7 years,Shih Tzu Mix,Gray
A698015,Snow,2015-03-05 10:46:00,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue Tabby/White
A670725,Rosie,2014-02-01 13:55:00,Adoption,Foster,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle/White
A715773,Nemo,2015-11-15 12:27:00,Transfer,Partner,Dog,Neutered Male,1 year,Cairn Terrier Mix,White
A574935,Blue,2014-10-01 12:11:00,Transfer,Partner,Dog,Neutered Male,10 years,Australian Cattle Dog Mix,Blue Merle/Black
A684045,Ronin,2014-07-29 17:16:00,Return_to_owner,,Dog,Neutered Male,13 years,Alaskan Husky Mix,Red/Cream
A703857,,2015-05-29 18:51:00,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Blue
A674748,Candy,2014-03-18 12:44:00,Return_to_owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Brown/White
A682183,Roger Roger,2015-04-13 16:01:00,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A245945,Boomer,2015-05-25 11:49:00,Transfer,Partner,Dog,Neutered Male,15 years,Labrador Retriever Mix,Tan
A664042,,2013-10-02 11:12:00,Euthanasia,Suffering,Dog,Intact Male,2 years,Chow Chow Mix,Black
A703727,Crispin,2015-06-07 16:32:00,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A715605,Diamond,2016-01-27 18:39:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A675279,Filbert,2014-04-02 11:30:00,Transfer,Partner,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Tan
A713408,Trinity,2015-11-28 00:00:00,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A698275,Casper,2015-03-08 17:33:00,Return_to_owner,,Cat,Neutered Male,4 years,Siamese Mix,Brown Tabby/White
A666946,Chico,2013-11-20 11:33:00,Return_to_owner,,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Tan/White
A694456,Shaggy,2015-01-05 12:46:00,Adoption,,Dog,Neutered Male,8 years,Miniature Poodle Mix,Apricot
A689045,,2014-09-28 15:46:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A681468,Juneau,2014-06-24 16:45:00,Transfer,Partner,Dog,Intact Female,10 years,St. Bernard Smooth Coat Mix,Tricolor
A701144,Penny,2015-06-25 09:40:00,Adoption,Foster,Dog,Spayed Female,2 years,Manchester Terrier/Dachshund,Black/Tan
A693660,Red,2015-02-03 17:32:00,Return_to_owner,,Dog,Neutered Male,3 years,Black Mouth Cur Mix,Brown
A710685,Aragorn,2015-08-29 14:15:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A706490,,2015-06-29 16:38:00,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A695880,Vegas,2015-01-25 11:15:00,Return_to_owner,,Dog,Spayed Female,10 years,Labrador Retriever Mix,Black/White
A670473,Jackson,2014-01-22 13:49:00,Return_to_owner,,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Tan
A690192,,2014-10-16 16:55:00,Transfer,Partner,Dog,Intact Male,1 month,Plott Hound Mix,Black
A685605,Coco,2014-08-15 07:16:00,Transfer,Partner,Dog,Spayed Female,7 years,Pit Bull Mix,Brown/White
A720330,Paco,2016-02-07 11:25:00,Return_to_owner,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Cream
A697980,Chapi,2015-03-08 17:07:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tricolor
A644479,Periwiggles,2016-01-30 00:00:00,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue
A680870,Ian,2014-08-16 14:21:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A713465,Kiko,2015-10-18 17:20:00,Return_to_owner,,Dog,Neutered Male,1 year,Miniature Poodle Mix,Tan
A690726,,2014-11-08 07:31:00,Adoption,,Dog,Spayed Female,3 years,Staffordshire Mix,Chocolate/White
A576207,,2014-12-22 10:45:00,Euthanasia,Suffering,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black
