date,region,product,sales_amount,units_sold
2023-10-31,West,Product A,9545.363123323612,104
2023-11-01,North,Product C,15286.743821501623,461
2023-11-01,South,Product A,15184.978221786183,314
2023-11-01,East,Product A,17126.0097034198,492
2023-11-01,West,Product C,13913.385455044823,462
2023-11-02,North,Product C,16268.06854107239,55
2023-11-02,South,Product A,15862.991109282175,196
2023-11-02,East,Product B,16306.183875405373,389
2023-11-02,West,Product C,15244.490867400862,94
2023-11-03,North,Product C,22056.990663206634,58
2023-11-03,South,Product A,16184.652558030995,376
2023-11-03,East,Product A,13001.835901182061,477
2023-11-03,West,Product A,16653.940452529576,355
2023-11-04,North,Product B,15246.84344675996,417
2023-11-04,South,Product C,15575.18611839681,220
2023-11-04,East,Product A,18449.03866172478,67
2023-11-04,West,Product C,14060.325624229223,490
2023-11-05,North,Product D,14504.122203636827,160
2023-11-05,South,Product D,15270.924635004112,117
2023-11-05,East,Product D,16625.231494774274,329
2023-11-05,West,Product A,11380.237546431037,246
2023-11-06,North,Product C,18201.124684864928,350
2023-11-06,South,Product C,16219.324007782718,163
2023-11-06,East,Product C,19507.28864731984,84
2023-11-06,West,Product B,14461.700027226772,423
2023-11-07,North,Product A,18939.474367139082,100
2023-11-07,South,Product D,19065.622917192282,324
2023-11-07,East,Product D,14967.273736389358,493
2023-11-07,West,Product C,17266.90713018686,229
2023-11-08,North,Product C,15553.230807781143,217
2023-11-08,South,Product C,15498.098429273921,359
2023-11-08,East,Product C,14565.467860624334,493
2023-11-08,West,Product B,19269.729818018444,281
2023-11-09,North,Product B,13252.838671614534,200
2023-11-09,South,Product C,14739.486859794724,456
2023-11-09,East,Product B,16416.797526162267,392
2023-11-09,West,Product C,13800.322003409789,456
2023-11-10,North,Product D,13008.195299031111,420
2023-11-10,South,Product C,16395.49828607917,99
2023-11-10,East,Product C,15332.465668769773,186
2023-11-10,West,Product A,18000.85111359657,139
2023-11-11,North,Product A,14480.217890190232,392
2023-11-11,South,Product D,15566.62381272442,450
2023-11-11,East,Product B,15707.142484349917,346
2023-11-11,West,Product B,13595.361033395306,439
2023-11-12,North,Product D,14843.9552203483,308
2023-11-12,South,Product D,12788.439220592612,68
2023-11-12,East,Product A,20593.732044156102,393
2023-11-12,West,Product D,16561.707773544204,202
2023-11-13,North,Product B,16805.82961455943,270
2023-11-13,South,Product D,17826.48527627404,231
2023-11-13,East,Product C,17297.62653807649,467
2023-11-13,West,Product B,14882.411931415218,83
2023-11-14,North,Product A,14773.552921743696,171
2023-11-14,South,Product B,14439.469650638486,79
2023-11-14,East,Product D,19427.92460968928,293
2023-11-14,West,Product D,13450.845515376674,240
2023-11-15,North,Product B,16657.25880726151,437
2023-11-15,South,Product A,12215.136425278506,357
2023-11-15,East,Product C,19009.36908297149,195
2023-11-15,West,Product D,15710.738255201435,475
2023-11-16,North,Product A,16015.262659898885,57
2023-11-16,South,Product D,16255.548928267635,58
2023-11-16,East,Product A,12381.374976780862,123
2023-11-16,West,Product D,17784.379897090264,328
2023-11-17,North,Product A,17673.98181500839,200
2023-11-17,South,Product A,11172.075773938559,272
2023-11-17,East,Product B,13945.88599547458,202
2023-11-17,West,Product B,19276.093284086634,424
2023-11-18,North,Product B,13615.644554745928,124
2023-11-18,South,Product C,18318.47172170225,263
2023-11-18,East,Product C,12691.688425020277,367
2023-11-18,West,Product D,15760.926285416817,64
2023-11-19,North,Product C,16455.182876127365,319
2023-11-19,South,Product A,11677.855195361488,193
2023-11-19,East,Product D,14440.026987435514,259
2023-11-19,West,Product B,15316.30707952054,322
2023-11-20,North,Product C,15420.622595798375,59
2023-11-20,South,Product D,15781.442837881961,451
2023-11-20,East,Product A,16377.64407438051,488
2023-11-20,West,Product B,17738.340073117903,432
2023-11-21,North,Product C,13683.806535532376,124
2023-11-21,South,Product D,16052.409088706094,408
2023-11-21,East,Product D,17412.22437507792,161
2023-11-21,West,Product A,15464.330856179413,158
2023-11-22,North,Product D,18274.08824165526,245
2023-11-22,South,Product A,19637.222665121502,153
2023-11-22,East,Product C,15354.067261143735,90
2023-11-22,West,Product A,17995.883993489693,227
2023-11-23,North,Product C,13273.454701004677,432
2023-11-23,South,Product D,16727.155378198408,273
2023-11-23,East,Product D,9939.722195797342,302
2023-11-23,West,Product B,13871.49389691807,99
2023-11-24,North,Product C,12015.705481363257,119
2023-11-24,South,Product C,15655.80048259931,313
2023-11-24,East,Product A,19364.258174651266,410
2023-11-24,West,Product B,15673.207945067923,495
2023-11-25,North,Product A,12340.474959503108,147
2023-11-25,South,Product C,12839.46499376827,464
2023-11-25,East,Product B,13307.865918935555,441
2023-11-25,West,Product A,10068.480004951325,138
2023-11-26,North,Product A,17438.314873803523,494
2023-11-26,South,Product D,16043.440360793347,355
2023-11-26,East,Product A,18159.11940688928,385
2023-11-26,West,Product A,14701.621649371675,472
2023-11-27,North,Product C,13052.089105101379,374
2023-11-27,South,Product A,12723.556771956255,246
2023-11-27,East,Product B,21963.987902112553,327
2023-11-27,West,Product C,17456.77931922893,415
2023-11-28,North,Product C,17134.109088561876,146
2023-11-28,South,Product A,16678.50612465494,131
2023-11-28,East,Product A,15181.20005142367,333
2023-11-28,West,Product D,14629.7229798388,119
2023-11-29,North,Product B,14485.554490094917,411
2023-11-29,South,Product D,13437.57500960313,67
2023-11-29,East,Product C,16497.49490689333,344
2023-11-29,West,Product B,16031.214801667702,456
2023-11-30,North,Product B,15474.64536831595,363
2023-11-30,South,Product B,12429.812744253146,242
2023-11-30,East,Product B,17091.87477996417,412
2023-11-30,West,Product A,12322.350068199143,300
2023-12-01,North,Product D,16072.576407937273,228
2023-12-01,South,Product B,14980.324998565009,368
2023-12-01,East,Product C,11095.334734128277,261
2023-12-01,West,Product B,18201.504935684923,147
2023-12-02,North,Product B,17474.16144600419,296
2023-12-02,South,Product D,17827.740661883836,327
2023-12-02,East,Product A,16997.80225901359,477
2023-12-02,West,Product D,17372.38382968246,428
2023-12-03,North,Product B,17707.1405331154,241
2023-12-03,South,Product C,16259.851500262961,157
2023-12-03,East,Product D,12222.265754456173,255
2023-12-03,West,Product C,15101.64232138778,51
2023-12-04,North,Product A,13691.619502287105,189
2023-12-04,South,Product D,18276.572875405112,178
2023-12-04,East,Product B,13772.157932311979,260
2023-12-04,West,Product C,11149.28868797588,72
2023-12-05,North,Product C,16690.062679948307,85
2023-12-05,South,Product A,13234.259189940278,118
2023-12-05,East,Product A,15304.749208237032,385
2023-12-05,West,Product B,16320.10903107589,462
2023-12-06,North,Product C,14245.052301078984,462
2023-12-06,South,Product C,18143.707278457754,154
2023-12-06,East,Product D,12534.638712854656,55
2023-12-06,West,Product B,14234.760208636913,207
2023-12-07,North,Product A,17920.42791736692,146
2023-12-07,South,Product B,13966.098871436636,356
2023-12-07,East,Product A,20531.12698792728,81
2023-12-07,West,Product A,16164.982646553182,369
2023-12-08,North,Product B,17120.060613407142,176
2023-12-08,South,Product B,15081.749428176492,496
2023-12-08,East,Product A,17589.831763496357,150
2023-12-08,West,Product A,14823.603474830907,478
2023-12-09,North,Product A,15014.909781000008,194
2023-12-09,South,Product D,15695.389654296469,426
2023-12-09,East,Product D,15546.410807210905,386
2023-12-09,West,Product B,14260.749784155529,217
2023-12-10,North,Product B,16632.182490634048,232
2023-12-10,South,Product A,15134.380251204466,323
2023-12-10,East,Product A,17210.994562282423,131
2023-12-10,West,Product A,15889.273170666818,272
2023-12-11,North,Product D,15649.812462106944,425
2023-12-11,South,Product A,15598.08451497246,128
2023-12-11,East,Product C,14484.608706718413,68
2023-12-11,West,Product B,14226.171717058365,203
2023-12-12,North,Product D,13933.764635305251,230
2023-12-12,South,Product D,15155.329117963014,226
2023-12-12,East,Product A,15249.791651780455,104
2023-12-12,West,Product B,19082.772672373037,351
2023-12-13,North,Product B,15543.542049444955,367
2023-12-13,South,Product B,15547.25223828152,193
2023-12-13,East,Product D,16970.722481725734,183
2023-12-13,West,Product A,15840.344194338202,383
2023-12-14,North,Product C,15021.800892897703,210
2023-12-14,South,Product C,19213.093280133922,485
2023-12-14,East,Product B,15058.129555146863,447
2023-12-14,West,Product B,17259.312012622177,93
2023-12-15,North,Product B,19628.450583137568,147
2023-12-15,South,Product D,20316.161644844742,473
2023-12-15,East,Product B,14377.75151180918,353
2023-12-15,West,Product C,15165.139651189458,95
2023-12-16,North,Product B,18835.503376561774,149
2023-12-16,South,Product D,12796.829635211767,287
2023-12-16,East,Product C,14105.423175270562,295
2023-12-16,West,Product C,17365.49776976984,97
2023-12-17,North,Product A,15422.135205364228,156
2023-12-17,South,Product A,14413.742757531165,60
2023-12-17,East,Product A,15702.128672560417,72
2023-12-17,West,Product C,16174.379962304063,142
2023-12-18,North,Product D,12486.517228921273,198
2023-12-18,South,Product B,18178.962366001542,430
2023-12-18,East,Product B,16420.798169637084,315
2023-12-18,West,Product B,17586.987683458017,83
2023-12-19,North,Product C,14223.28525202236,306
2023-12-19,South,Product A,20596.564032305734,403
2023-12-19,East,Product D,14465.62696741232,387
2023-12-19,West,Product A,16738.823740951408,379
2023-12-20,North,Product C,15484.607726725437,316
2023-12-20,South,Product A,20643.791979689024,51
2023-12-20,East,Product A,14654.466666232169,277
2023-12-20,West,Product D,15456.748560045662,341
2023-12-21,North,Product B,14221.150929844775,289
2023-12-21,South,Product A,13368.2894806277,285
2023-12-21,East,Product D,16161.434410400769,392
2023-12-21,West,Product B,13991.832116109998,343
2023-12-22,North,Product D,14878.036340367478,379
2023-12-22,South,Product D,18364.673938676126,100
2023-12-22,East,Product B,19144.950352252676,88
2023-12-22,West,Product D,12035.839263669604,269
2023-12-23,North,Product B,14065.13525361873,229
2023-12-23,South,Product A,16081.133580555197,380
2023-12-23,East,Product D,18199.688980481013,431
2023-12-23,West,Product C,15897.931951881426,281
2023-12-24,North,Product D,14090.158188786543,340
2023-12-24,South,Product B,17426.676290611478,159
2023-12-24,East,Product B,14114.753572474383,221
2023-12-24,West,Product A,12673.71078535782,188
2023-12-25,North,Product A,18307.198050163828,480
2023-12-25,South,Product B,12493.801714453057,452
2023-12-25,East,Product B,16872.675109886604,328
2023-12-25,West,Product D,14189.89403752633,329
2023-12-26,North,Product B,14652.494021218568,106
2023-12-26,South,Product B,15112.91302999781,62
2023-12-26,East,Product D,13547.38837154562,428
2023-12-26,West,Product B,15431.826522417634,157
2023-12-27,North,Product B,16682.271307023755,307
2023-12-27,South,Product C,17473.39653554601,473
2023-12-27,East,Product C,18036.04305472404,446
2023-12-27,West,Product A,17308.43591585676,218
2023-12-28,North,Product B,14068.830616527808,297
2023-12-28,South,Product D,16783.81685405262,404
2023-12-28,East,Product A,13933.829066355902,247
2023-12-28,West,Product B,14172.606045387962,494
2023-12-29,North,Product D,15415.259696909632,286
2023-12-29,South,Product D,15000.414839562216,238
2023-12-29,East,Product D,17401.889130246374,445
2023-12-29,West,Product A,12688.976152949617,269
2023-12-30,North,Product D,13726.563158375375,231
2023-12-30,South,Product B,15671.828415726643,415
2023-12-30,East,Product A,13115.777519471758,417
2023-12-30,West,Product C,15786.070456960844,105
2023-12-31,North,Product C,17072.959458357505,123
2023-12-31,South,Product B,11891.099087554532,356
2023-12-31,East,Product B,11575.527044668945,469
2023-12-31,West,Product A,20103.791757598432,195
2024-01-01,North,Product A,14124.959279738581,275
2024-01-01,South,Product A,12748.32320882483,304
2024-01-01,East,Product B,11384.290963208849,385
2024-01-01,West,Product B,9713.62954069264,50
2024-01-02,North,Product D,7965.59222056854,300
2024-01-02,South,Product B,9348.752464545938,295
2024-01-02,East,Product B,8616.637875709988,456
2024-01-02,West,Product A,10835.666372320971,373
2024-01-03,North,Product D,10261.514673406142,281
2024-01-03,South,Product C,10415.194315362638,416
2024-01-03,East,Product B,11119.994607942024,488
2024-01-03,West,Product D,11723.101619942057,234
2024-01-04,North,Product D,11504.61532427434,497
2024-01-04,South,Product C,6541.867952737859,263
2024-01-04,East,Product B,12113.821614274626,173
2024-01-04,West,Product D,9092.264298118644,245
2024-01-05,North,Product C,10887.783482633622,295
2024-01-05,South,Product D,10018.509574873957,65
2024-01-05,East,Product B,8862.692196065578,86
2024-01-05,West,Product B,11654.863050699243,255
2024-01-06,North,Product D,8664.957939147616,68
2024-01-06,South,Product D,8635.93454270611,166
2024-01-06,East,Product A,10610.139856122561,104
2024-01-06,West,Product A,11104.67358380466,280
2024-01-07,North,Product B,12352.465258479382,493
2024-01-07,South,Product A,14434.46071478676,141
2024-01-07,East,Product B,11366.112581465217,262
2024-01-07,West,Product C,10910.12283041279,112
2024-01-08,North,Product A,7526.57037247376,383
2024-01-08,South,Product C,15680.033884435676,482
2024-01-08,East,Product C,11438.620248960326,491
2024-01-08,West,Product D,11140.452769724536,361
2024-01-09,North,Product A,11708.491701120112,169
2024-01-09,South,Product A,7856.939152528849,142
2024-01-09,East,Product A,12769.59373015185,436
2024-01-09,West,Product D,12472.403117517339,372
2024-01-10,North,Product A,12342.277138653344,104
2024-01-10,South,Product D,12599.693550647944,247
2024-01-10,East,Product C,7579.170236575652,250
2024-01-10,West,Product C,10229.064526431961,307
2024-01-11,North,Product A,11393.115494375004,374
2024-01-11,South,Product D,17049.332606535812,473
2024-01-11,East,Product D,12851.465085948776,334
2024-01-11,West,Product B,7701.950999157594,374
2024-01-12,North,Product D,10793.693667239748,259
2024-01-12,South,Product C,10566.656567066442,328
2024-01-12,East,Product D,6578.046364413186,314
2024-01-12,West,Product A,13435.401685201079,468
2024-01-13,North,Product D,10442.237426505582,197
2024-01-13,South,Product A,8298.12422489064,59
2024-01-13,East,Product B,15056.741049676166,417
2024-01-13,West,Product B,11514.760668708555,216
2024-01-14,North,Product D,11188.376844808136,359
2024-01-14,South,Product D,11867.655503472786,451
2024-01-14,East,Product A,8889.208756643582,250
2024-01-14,West,Product D,10675.997622969033,497
2024-01-15,North,Product C,7419.633059805237,255
2024-01-15,South,Product D,11237.576229487238,430
2024-01-15,East,Product A,6484.395311721646,400
2024-01-15,West,Product B,8275.639922634986,347
2024-01-16,North,Product B,4931.708659287039,157
2024-01-16,South,Product D,13605.584165330665,168
2024-01-16,East,Product A,9997.6451822769,363
2024-01-16,West,Product C,6725.534451623724,127
2024-01-17,North,Product D,12702.623934042645,52
2024-01-17,South,Product D,8652.272441684621,371
2024-01-17,East,Product A,8756.780874083835,101
2024-01-17,West,Product B,7345.166609891525,442
2024-01-18,North,Product D,7434.024694808516,53
2024-01-18,South,Product D,12317.82103592088,406
2024-01-18,East,Product C,9373.916035771872,105
2024-01-18,West,Product D,12098.348883073093,351
2024-01-19,North,Product A,12102.540549497111,469
2024-01-19,South,Product A,9765.674066498523,307
2024-01-19,East,Product D,10265.596833009806,397
2024-01-19,West,Product C,13067.101819941174,156
2024-01-20,North,Product B,11705.531219479324,445
2024-01-20,South,Product C,13625.239079848503,62
2024-01-20,East,Product D,8873.977763895587,62
2024-01-20,West,Product A,14035.87226658329,84
2024-01-21,North,Product C,7801.895863035475,431
2024-01-21,South,Product B,12580.849653741878,165
2024-01-21,East,Product C,9900.728371377301,286
2024-01-21,West,Product A,8368.349660781192,496
2024-01-22,North,Product B,8558.76643364735,458
2024-01-22,South,Product A,9659.948933800692,444
2024-01-22,East,Product B,8267.431624513505,119
2024-01-22,West,Product D,10505.057183012277,138
2024-01-23,North,Product D,9826.91322377234,214
2024-01-23,South,Product B,11482.11201450699,288
2024-01-23,East,Product B,10118.178623753656,422
2024-01-23,West,Product D,12729.896297744537,187
2024-01-24,North,Product D,6780.134138601514,131
2024-01-24,South,Product B,9822.861690920381,212
2024-01-24,East,Product A,10663.756811635347,218
2024-01-24,West,Product D,10444.107713891297,230
2024-01-25,North,Product A,9715.776798035537,396
2024-01-25,South,Product B,8476.159834214282,177
2024-01-25,East,Product C,11165.163149196926,87
2024-01-25,West,Product A,10844.074767802054,448
2024-01-26,North,Product C,4870.885054541079,442
2024-01-26,South,Product B,7779.644719786469,52
2024-01-26,East,Product C,13601.667414323341,146
2024-01-26,West,Product B,7252.491535679719,95
2024-01-27,North,Product C,11970.104412921142,148
2024-01-27,South,Product A,9375.645572511596,330
2024-01-27,East,Product C,14015.633121341423,100
2024-01-27,West,Product A,12390.004178706844,307
2024-01-28,North,Product C,11601.20152815925,59
2024-01-28,South,Product A,6746.015373154629,98
2024-01-28,East,Product C,10639.64253019845,438
2024-01-28,West,Product A,9697.591943418014,395
2024-01-29,North,Product D,11349.90610378331,310
2024-01-29,South,Product A,9161.722142020195,193
2024-01-29,East,Product C,12030.535528349084,62
2024-01-29,West,Product A,4257.905547285449,371
2024-01-30,North,Product B,12554.393651958675,367
2024-01-30,South,Product C,11128.352833908826,313
2024-01-30,East,Product B,11218.847766838582,70
2024-01-30,West,Product A,8519.952413743118,497
2024-01-31,North,Product B,14219.850698137448,80
2024-01-31,South,Product A,15448.767079752499,320
2024-01-31,East,Product B,13217.896127300173,129
2024-01-31,West,Product A,10832.61866337638,391
2024-02-01,North,Product A,12000.893430382013,385
2024-02-01,South,Product C,10140.81253383854,63
2024-02-01,East,Product A,11919.476055884537,476
2024-02-01,West,Product A,13086.394497505906,438
2024-02-02,North,Product A,12649.802476954683,332
2024-02-02,South,Product A,12092.75027640354,422
2024-02-02,East,Product B,10699.876699001143,485
2024-02-02,West,Product B,7344.188806694898,174
2024-02-03,North,Product B,10691.43408749154,131
2024-02-03,South,Product D,12537.5199560007,261
2024-02-03,East,Product A,11713.288035732505,166
2024-02-03,West,Product C,10156.158401650984,308
2024-02-04,North,Product B,11261.624007722694,497
2024-02-04,South,Product A,11840.499630851484,73
2024-02-04,East,Product D,10264.858077353058,65
2024-02-04,West,Product C,11866.928097912618,449
2024-02-05,North,Product A,10982.822388510254,384
2024-02-05,South,Product A,11853.343540521699,446
2024-02-05,East,Product C,7336.204164931782,364
2024-02-05,West,Product A,8751.648299487371,75
2024-02-06,North,Product D,8957.36801118747,181
2024-02-06,South,Product D,13860.737099212098,77
2024-02-06,East,Product C,11934.7777207227,161
2024-02-06,West,Product C,12522.73638169914,266
2024-02-07,North,Product A,18746.706391665262,177
2024-02-07,South,Product A,5171.62607828506,421
2024-02-07,East,Product D,13595.618975658388,341
2024-02-07,West,Product D,9382.317491387905,218
2024-02-08,North,Product D,8466.51883131875,433
2024-02-08,South,Product C,5874.438494783702,122
2024-02-08,East,Product B,7391.969823085376,293
2024-02-08,West,Product A,10556.836566613456,148
2024-02-09,North,Product C,9829.384922766469,51
2024-02-09,South,Product A,10609.98298401002,131
2024-02-09,East,Product C,9790.630058440913,319
2024-02-09,West,Product A,7983.578564195788,155
2024-02-10,North,Product A,11530.014738633137,350
2024-02-10,South,Product D,8960.755759692745,149
2024-02-10,East,Product A,11851.979252076857,430
2024-02-10,West,Product B,8542.571941257742,169
2024-02-11,North,Product D,13736.448163032966,131
2024-02-11,South,Product C,9906.729558216368,257
2024-02-11,East,Product B,11211.254462157896,478
2024-02-11,West,Product D,12134.718981299171,107
2024-02-12,North,Product A,9347.56219217085,141
2024-02-12,South,Product B,10523.132382864895,285
2024-02-12,East,Product A,10132.505144157678,175
2024-02-12,West,Product A,9741.770511763525,180
2024-02-13,North,Product A,8720.874056645118,459
2024-02-13,South,Product D,5916.827817891353,74
2024-02-13,East,Product C,12085.923284885606,360
2024-02-13,West,Product C,9579.745551265103,96
2024-02-14,North,Product B,12562.050849408768,118
2024-02-14,South,Product D,11854.53725291676,361
2024-02-14,East,Product A,8380.65833216403,335
2024-02-14,West,Product C,9581.445461613943,372
2024-02-15,North,Product B,11308.065249034618,457
2024-02-15,South,Product B,11744.583426932857,354
2024-02-15,East,Product B,12658.994464663618,60
2024-02-15,West,Product A,13499.386851556948,149
2024-02-16,North,Product B,11633.344364702858,304
2024-02-16,South,Product B,9173.200969035102,362
2024-02-16,East,Product C,14425.501012828163,256
2024-02-16,West,Product C,12192.002349198257,239
2024-02-17,North,Product A,9819.6241047068,216
2024-02-17,South,Product A,11245.60936455726,146
2024-02-17,East,Product B,10526.334903502662,401
2024-02-17,West,Product D,8866.873116974977,422
2024-02-18,North,Product B,13094.459604165102,318
2024-02-18,South,Product A,10096.00288547237,284
2024-02-18,East,Product B,10972.810263792002,193
2024-02-18,West,Product D,14872.810650557045,498
2024-02-19,North,Product B,9191.203142320146,95
2024-02-19,South,Product D,13937.460146632047,379
2024-02-19,East,Product B,10651.899929619218,311
2024-02-19,West,Product B,11700.289826790204,327
2024-02-20,North,Product D,12765.628907577953,483
2024-02-20,South,Product B,12450.22107787046,232
2024-02-20,East,Product B,9491.792189823775,458
2024-02-20,West,Product B,11999.03297707092,340
2024-02-21,North,Product D,10214.962307404236,492
2024-02-21,South,Product A,11680.26372437468,452
2024-02-21,East,Product C,9370.045150445025,170
2024-02-21,West,Product C,13395.089408340307,141
2024-02-22,North,Product A,12364.06982210901,346
2024-02-22,South,Product D,8248.5820060883,73
2024-02-22,East,Product C,11072.044250481817,363
2024-02-22,West,Product B,8837.884915776905,192
2024-02-23,North,Product C,8590.576058909199,257
2024-02-23,South,Product C,7234.003527765619,371
2024-02-23,East,Product B,13005.10209163107,78
2024-02-23,West,Product A,10416.34832509101,353
2024-02-24,North,Product B,10188.052491062383,451
2024-02-24,South,Product A,11034.22400363819,370
2024-02-24,East,Product B,11320.044632402549,93
2024-02-24,West,Product C,11877.78344722812,428
2024-02-25,North,Product D,12585.39117208988,351
2024-02-25,South,Product A,12123.581637217845,134
2024-02-25,East,Product A,8771.190813810072,472
2024-02-25,West,Product C,11946.425211392288,150
2024-02-26,North,Product C,13191.69868330146,366
2024-02-26,South,Product B,10233.648679076923,170
2024-02-26,East,Product A,14088.890747700563,372
2024-02-26,West,Product A,10900.693746362427,452
2024-02-27,North,Product C,10631.375054040254,340
2024-02-27,South,Product B,10277.134400761728,408
2024-02-27,East,Product C,10519.537431783156,429
2024-02-27,West,Product D,11831.164812934523,153
2024-02-28,North,Product B,11210.18728155928,261
2024-02-28,South,Product D,10327.365624588281,254
2024-02-28,East,Product A,10844.232098185214,433
2024-02-28,West,Product D,11657.291772779477,64
2024-02-29,North,Product B,9131.567969363932,257
2024-02-29,South,Product A,12440.34875182629,195
2024-02-29,East,Product D,13307.578753670481,360
2024-02-29,West,Product B,9311.41730507324,78
2024-03-01,North,Product A,11626.679719794225,338
2024-03-01,South,Product B,12184.350187570244,142
2024-03-01,East,Product C,11923.059245526947,489
2024-03-01,West,Product B,4051.321854765194,338
2024-03-02,North,Product A,13494.439715478517,465
2024-03-02,South,Product C,13643.996515412297,375
2024-03-02,East,Product D,14342.422016063718,458
2024-03-02,West,Product A,10434.638962377152,60
2024-03-03,North,Product A,9574.308571579075,271
2024-03-03,South,Product D,8087.441280917092,61
2024-03-03,East,Product C,10114.531294645369,277
2024-03-03,West,Product B,9495.026480651222,332
2024-03-04,North,Product D,12065.632018330127,486
2024-03-04,South,Product B,10770.382834006181,152
2024-03-04,East,Product B,8428.368213141162,350
2024-03-04,West,Product B,11974.52730858125,248
2024-03-05,North,Product D,11071.542713103998,364
2024-03-05,South,Product D,8814.192247295332,491
2024-03-05,East,Product D,11919.832274691638,165
2024-03-05,West,Product B,10457.098241378197,186
2024-03-06,North,Product C,9996.099646371062,463
2024-03-06,South,Product C,14530.141605935618,452
2024-03-06,East,Product A,9513.973370768934,214
2024-03-06,West,Product B,14950.383844607255,413
2024-03-07,North,Product C,11902.292574278163,108
2024-03-07,South,Product D,14150.707526471782,243
2024-03-07,East,Product B,11896.879807507145,447
2024-03-07,West,Product C,13366.071574114128,444
2024-03-08,North,Product A,17368.875822044396,472
2024-03-08,South,Product B,11653.911245295167,198
2024-03-08,East,Product B,9371.980572566014,200
2024-03-08,West,Product B,8713.799164490783,58
2024-03-09,North,Product A,9046.787574367407,491
2024-03-09,South,Product A,7382.693409091637,386
2024-03-09,East,Product B,14058.76726139643,255
2024-03-09,West,Product A,10721.193674769074,371
2024-03-10,North,Product A,9001.97365321005,184
2024-03-10,South,Product B,9485.563722072828,465
2024-03-10,East,Product B,12754.271812980835,332
2024-03-10,West,Product D,10347.262942995176,407
2024-03-11,North,Product A,11598.344455309916,323
2024-03-11,South,Product D,12075.211168380978,429
2024-03-11,East,Product D,10099.2344336578,142
2024-03-11,West,Product B,13057.838628055239,269
2024-03-12,North,Product A,10180.06783701297,358
2024-03-12,South,Product A,7571.399966991756,354
2024-03-12,East,Product C,8168.761995779418,224
2024-03-12,West,Product C,6857.688305468626,239
2024-03-13,North,Product A,10745.305131907615,291
2024-03-13,South,Product B,7100.699509306197,205
2024-03-13,East,Product C,11143.79773991999,299
2024-03-13,West,Product C,13924.270533881605,409
2024-03-14,North,Product D,13774.219085206178,164
2024-03-14,South,Product B,11090.901137037716,330
2024-03-14,East,Product C,11528.567071019617,88
2024-03-14,West,Product D,8983.38410322403,123
2024-03-15,North,Product C,8214.039415899691,333
2024-03-15,South,Product A,13412.253048544555,289
2024-03-15,East,Product B,13963.128463783692,311
2024-03-15,West,Product A,10021.170261680898,428
2024-03-16,North,Product B,11676.006706177683,398
2024-03-16,South,Product C,16104.203130121916,249
2024-03-16,East,Product C,8091.007622206567,55
2024-03-16,West,Product C,11076.321174593792,204
2024-03-17,North,Product B,10119.295799250072,89
2024-03-17,South,Product A,10793.220822882724,425
2024-03-17,East,Product B,12494.79377677666,488
2024-03-17,West,Product B,13478.790740653454,188
2024-03-18,North,Product D,11266.092434743325,359
2024-03-18,South,Product B,11174.474187679281,401
2024-03-18,East,Product A,13217.592215157452,224
2024-03-18,West,Product A,13013.694838725685,58
2024-03-19,North,Product A,9289.808785333236,454
2024-03-19,South,Product B,10440.070333151305,297
2024-03-19,East,Product D,13328.305662424318,362
2024-03-19,West,Product A,5826.424073336813,418
2024-03-20,North,Product B,10336.635943432639,458
2024-03-20,South,Product A,8619.05635859713,267
2024-03-20,East,Product A,12009.919629616572,335
2024-03-20,West,Product D,11379.733684172117,464
2024-03-21,North,Product D,13687.12331200151,129
2024-03-21,South,Product D,13319.286877046006,274
2024-03-21,East,Product B,10857.996845167392,289
2024-03-21,West,Product B,11952.473944893873,382
2024-03-22,North,Product D,11404.225549870322,477
2024-03-22,South,Product A,8115.285994662608,163
2024-03-22,East,Product C,11768.517635489392,281
2024-03-22,West,Product D,12817.093723377686,406
2024-03-23,North,Product D,11631.065299162201,319
2024-03-23,South,Product D,13307.870541218384,427
2024-03-23,East,Product D,13535.479684704831,348
2024-03-23,West,Product C,12311.664209029523,111
2024-03-24,North,Product B,12551.565848531409,135
2024-03-24,South,Product C,9703.967053938673,338
2024-03-24,East,Product D,7882.307592591973,185
2024-03-24,West,Product A,12248.503580167362,113
2024-03-25,North,Product D,11850.139047942781,65
2024-03-25,South,Product A,8040.358901014237,398
2024-03-25,East,Product A,11660.895228926513,128
2024-03-25,West,Product D,8482.626491528838,145
2024-03-26,North,Product D,12096.372982796522,55
2024-03-26,South,Product C,12057.806788886943,275
2024-03-26,East,Product B,7811.229356901747,259
2024-03-26,West,Product B,11769.852609785317,395
2024-03-27,North,Product B,10517.294185627745,233
2024-03-27,South,Product B,10656.37460274166,453
2024-03-27,East,Product C,10778.25961884266,270
2024-03-27,West,Product D,10209.517116229477,57
2024-03-28,North,Product C,17105.641613796983,423
2024-03-28,South,Product B,10711.340869533993,477
2024-03-28,East,Product B,8267.692756007255,361
2024-03-28,West,Product C,9533.634949185254,471
2024-03-29,North,Product C,12907.503636883313,443
2024-03-29,South,Product A,13147.719080220299,157
2024-03-29,East,Product A,8611.35374908175,277
2024-03-29,West,Product C,12047.579374065814,407
2024-03-30,North,Product C,14546.013547978764,339
2024-03-30,South,Product D,14888.42493003641,487
2024-03-30,East,Product C,14195.135205755056,131
2024-03-30,West,Product C,6879.184124373267,311
2024-03-31,North,Product D,10075.171002593272,481
2024-03-31,South,Product A,11814.751972090322,445
